frame.number@frame.time@ip.src@ip.dst@_ws.col.Protocol@frame.len@tcp.analysis.acks_frame@tcp.seq_raw@tcp.len@tcp.analysis.ack_rtt@tcp.srcport@tcp.dstport@tcp.analysis.bytes_in_flight@tcp.analysis.retransmission@tcp.analysis.fast_retransmission@tcp.analysis.out_of_order
1@Nov  1, 2023 17:31:55.344912000 CST@192.168.1.79@192.168.1.78@TCP@78@@2816635476@0@@65284@5050@@@@
2@Nov  1, 2023 17:31:55.344973000 CST@192.168.1.78@192.168.1.79@TCP@74@1@3157836448@0@0.000061000@5050@65284@@@@
3@Nov  1, 2023 17:31:55.447664000 CST@192.168.1.79@192.168.1.78@TCP@66@2@2816635477@0@0.102691000@65284@5050@@@@
4@Nov  1, 2023 17:31:55.447726000 CST@192.168.1.79@192.168.1.78@TCP@316@@2816635477@250@@65284@5050@250@@@
5@Nov  1, 2023 17:31:55.447743000 CST@192.168.1.78@192.168.1.79@TCP@66@4@3157836449@0@0.000017000@5050@65284@@@@
6@Nov  1, 2023 17:31:56.267876000 CST@192.168.1.79@192.168.1.78@TCP@316@@2816635727@250@@65284@5050@250@@@
7@Nov  1, 2023 17:31:56.267905000 CST@192.168.1.78@192.168.1.79@TCP@66@6@3157836449@0@0.000029000@5050@65284@@@@
8@Nov  1, 2023 17:31:56.469303000 CST@192.168.1.79@192.168.1.78@TCP@316@@2816635977@250@@65284@5050@250@@@
9@Nov  1, 2023 17:31:56.469349000 CST@192.168.1.78@192.168.1.79@TCP@66@8@3157836449@0@0.000046000@5050@65284@@@@
10@Nov  1, 2023 17:31:56.981586000 CST@192.168.1.79@192.168.1.78@TCP@316@@2816636227@250@@65284@5050@250@@@
11@Nov  1, 2023 17:31:56.981619000 CST@192.168.1.78@192.168.1.79@TCP@66@10@3157836449@0@0.000033000@5050@65284@@@@
12@Nov  1, 2023 17:31:57.493277000 CST@192.168.1.79@192.168.1.78@TCP@316@@2816636477@250@@65284@5050@250@@@
13@Nov  1, 2023 17:31:57.493311000 CST@192.168.1.78@192.168.1.79@TCP@66@12@3157836449@0@0.000034000@5050@65284@@@@
14@Nov  1, 2023 17:31:58.011859000 CST@192.168.1.79@192.168.1.78@TCP@316@@2816636727@250@@65284@5050@250@@@
15@Nov  1, 2023 17:31:58.011882000 CST@192.168.1.78@192.168.1.79@TCP@66@14@3157836449@0@0.000023000@5050@65284@@@@
16@Nov  1, 2023 17:31:58.522584000 CST@192.168.1.79@192.168.1.78@TCP@316@@2816636977@250@@65284@5050@250@@@
